590;45
1190;34
1790;49
2390;36
2990;49
3590;67
4190;84
4790;109
5390;140
5990;179
6590;204
7190;245
7790;288
8390;347
8990;435
9590;503
10190;564
10790;655
11390;743
11990;742
12590;1141
13190;929
13790;996
14390;1055
14990;1188
15590;1287
16190;1338
16790;1531
17390;1665
17990;1762
